id_contrato,id_cliente,data_referencia,inadimplente_30d,n_parcelas,valor_parcela,renda_declarada_tratada,canal_venda,tenure_dias,comprometimento_renda,qtd_contratos_parcelados,qtd_compras,ticket_medio_compras,qtd_compra_informatica,qtd_compra_moveis,qtd_compra_eletro,qtd_compra_cama_mesa_banho,dias_desde_ultima_compra,qtd_parcelas_vencidas,qtd_parcelas_pagas,qtd_parcelas_pendentes,qtd_atrasos_positivos,qtd_atrasos_pagos,payment_late_rate,payment_mean_delay,payment_max_delay,payment_sum_delay,payment_mean_delay_paid,payment_max_delay_paid,qtd_sac_telefone,qtd_sac_whatsapp,qtd_sac_loja,qtd_sac_site,score_bureau,tem_consulta_bureau,dias_desde_consulta_bureau
C02727,CLI00862,2026-01-23,1,12,211.02,996.04,Loja física,293,0.21185896148749048,3,1,477.31,0,0,1,0,676.0,9,9,0,6,6,0.6666666666666666,12.222222222222221,23,110,18.333333333333332,23.0,1,0,1,1,578,1,296
C02728,CLI00735,2026-02-06,0,6,361.48,2178.98,Site,83,0.16589413395258332,2,2,987.865,0,2,0,0,188.0,2,2,0,1,1,0.5,10.0,20,20,20.0,20.0,0,0,0,0,666,1,83
C02729,CLI00621,2025-07-20,1,6,772.73,3381.53,Loja física,173,0.22851490301727323,2,4,927.865,3,0,1,0,79.0,5,5,0,3,3,0.6,3.2,7,16,5.333333333333333,7.0,0,0,0,0,476,1,174
C02730,CLI00436,2026-01-12,0,24,65.31,4131.84,Loja física,533,0.01580651719330855,1,2,1024.53,1,1,0,0,749.0,17,17,0,3,3,0.17647058823529413,1.1764705882352942,17,20,6.666666666666667,17.0,0,0,0,0,1000,1,534
C02732,CLI00142,2026-01-21,1,24,80.32,2776.58,Televendas,473,0.028927673612861863,3,2,2370.31,1,0,1,0,482.0,15,15,0,12,12,0.8,11.266666666666667,25,169,14.083333333333334,25.0,0,0,0,0,515,1,474
C02733,CLI00995,2025-11-17,0,6,256.36,1751.75,Televendas,173,0.14634508348794065,2,1,516.64,0,0,0,1,168.0,5,5,0,1,1,0.2,0.4,2,2,2.0,2.0,0,0,1,0,796,1,173
C02734,CLI01876,2026-01-15,0,6,176.08,1175.46,Televendas,173,0.1497966753441206,3,3,1141.2666666666667,2,1,0,0,446.0,5,5,0,2,2,0.4,7.8,21,39,19.5,21.0,0,0,0,1,651,1,176
C02735,CLI01876,2025-08-14,0,12,60.4,2976.62,Loja física,353,0.020291471534828093,2,3,1141.2666666666667,2,1,0,0,292.0,11,11,0,7,7,0.6363636363636364,3.3636363636363638,16,37,5.285714285714286,16.0,0,1,0,1,761,1,353
C02736,CLI02657,2026-01-18,1,12,252.96,3856.34,Televendas,83,0.06559587588231328,3,6,1019.8866666666667,1,4,0,1,123.0,2,2,0,2,2,1.0,9.5,13,19,9.5,13.0,0,0,0,0,659,1,83
C02737,CLI01174,2026-02-04,0,6,358.43,3109.77,Loja física,113,0.11525932786025976,1,1,905.27,0,0,1,0,485.0,3,3,0,2,2,0.6666666666666666,6.666666666666667,19,20,10.0,19.0,0,0,0,0,646,1,116
C02738,CLI00732,2025-04-08,1,6,191.41,2441.93,Loja física,173,0.0783847202827272,1,0,,0,0,0,0,,5,5,0,4,4,0.8,9.6,21,48,12.0,21.0,0,0,1,0,630,1,175
C02739,CLI00181,2025-11-17,0,12,109.02,2358.6,Loja física,353,0.04622233528364284,1,0,,0,0,0,0,,11,11,0,6,6,0.5454545454545454,6.2727272727272725,23,69,11.5,23.0,0,1,1,0,623,1,355
C02740,CLI02222,2026-02-06,1,18,413.71,5320.74,Loja física,203,0.07775422215706838,2,3,510.4266666666667,1,0,1,1,217.0,6,6,0,2,2,0.3333333333333333,0.5,2,3,1.5,2.0,0,0,0,0,627,1,205
C02741,CLI00164,2025-03-29,0,6,291.24,2324.48,Loja física,173,0.12529253854625552,3,6,468.97333333333336,0,2,1,3,94.0,5,5,0,0,0,0.0,0.0,0,0,,,0,0,0,0,677,1,176
C02742,CLI02201,2025-06-22,0,12,204.11,6162.69,Loja física,353,0.03312027702188493,1,4,1136.2,0,0,2,2,164.0,11,11,0,4,4,0.36363636363636365,0.5454545454545454,2,6,1.5,2.0,1,0,0,0,788,1,355
C02743,CLI00715,2024-12-21,1,6,194.1,2756.84,Loja física,173,0.07040669752325125,2,1,143.35,0,1,0,0,309.0,5,5,0,2,2,0.4,0.4,1,2,1.0,1.0,0,0,0,0,668,1,175
C02744,CLI02293,2026-01-21,0,18,113.41,2865.65,Loja física,533,0.03957566346204177,4,2,1237.79,1,0,0,1,249.0,17,17,0,4,4,0.23529411764705882,0.47058823529411764,4,8,2.0,4.0,1,0,0,0,744,1,536
C02745,CLI01126,2026-01-18,0,12,156.18,2539.18,Loja física,83,0.06150804590458338,3,5,818.116,2,2,0,1,176.0,2,2,0,1,1,0.5,1.0,2,2,2.0,2.0,0,0,0,0,609,1,83
C02746,CLI01904,2026-01-08,0,10,163.36,4422.53,Loja física,203,0.03693813269779968,2,3,802.1899999999999,3,0,0,0,125.0,6,6,0,4,4,0.6666666666666666,6.0,22,36,9.0,22.0,0,0,0,0,785,1,203
C02747,CLI00190,2026-01-21,0,12,128.61,3435.45,Loja física,233,0.037436143736628395,3,3,1020.4633333333333,0,1,0,2,125.0,7,7,0,3,3,0.42857142857142855,0.7142857142857143,2,5,1.6666666666666667,2.0,0,0,0,0,692,1,235
C02748,CLI01067,2026-01-15,0,18,118.51,2899.4,Loja física,143,0.04087397392563979,2,2,1527.6950000000002,1,0,1,0,503.0,4,4,0,1,1,0.25,0.25,1,1,1.0,1.0,0,0,0,0,768,1,144
C02749,CLI01927,2026-01-19,0,24,84.94,1541.14,Loja física,83,0.05511504470716482,1,1,268.96,0,0,0,1,381.0,2,2,0,0,0,0.0,0.0,0,0,,,0,0,0,0,910,1,86
C02750,CLI00550,2025-09-04,1,6,861.05,2291.83,Televendas,173,0.3757041316328,1,2,1245.8,0,0,2,0,511.0,5,5,0,4,4,0.8,6.8,14,34,8.5,14.0,0,0,1,0,533,1,176
C02751,CLI02101,2025-11-24,0,10,194.45,4207.36,Televendas,293,0.04621662990568908,3,5,573.51,0,2,1,2,145.0,9,9,0,2,2,0.2222222222222222,0.4444444444444444,2,4,2.0,2.0,0,0,0,0,690,1,296
C02752,CLI02661,2025-11-21,0,12,73.3,3613.69,Loja física,353,0.02028397565922921,1,2,392.95500000000004,1,1,0,0,124.0,11,11,0,1,1,0.09090909090909091,0.09090909090909091,1,1,1.0,1.0,0,0,0,0,697,1,356
C02753,CLI00259,2025-06-16,0,6,434.8,4876.63,Loja física,173,0.08915993216627056,2,3,634.3366666666667,0,0,3,0,133.0,5,5,0,2,2,0.4,4.4,21,22,11.0,21.0,0,0,0,0,616,1,176
C02754,CLI01458,2026-01-09,1,24,162.16,1465.17,Loja física,263,0.11067657677948634,2,3,685.4333333333334,0,1,1,1,110.0,8,8,0,7,7,0.875,15.75,26,126,18.0,26.0,0,0,0,0,428,1,265
C02755,CLI01321,2026-01-27,1,24,50.01,3091.79,Loja física,443,0.01617509597999864,2,1,726.08,1,0,0,0,116.0,14,14,0,3,3,0.21428571428571427,1.0,8,14,4.666666666666667,8.0,0,0,0,0,663,1,446
C02756,CLI00022,2025-05-25,0,10,79.75,3844.4,Loja física,293,0.020744459473519924,1,1,348.69,0,0,0,1,169.0,9,9,0,4,4,0.4444444444444444,0.6666666666666666,2,6,1.5,2.0,0,0,0,0,822,1,296
C02757,CLI02434,2026-01-17,1,18,84.47,3115.59,Loja física,473,0.027112039774167974,3,6,735.0316666666666,1,1,1,3,156.0,15,15,0,5,5,0.3333333333333333,1.0666666666666667,10,16,3.2,10.0,0,0,0,0,743,1,475
C02758,CLI01004,2026-01-19,1,10,520.38,1937.68,Loja física,203,0.26855827587630565,2,2,1800.1350000000002,0,0,0,2,176.0,6,6,0,6,6,1.0,13.833333333333334,18,83,13.833333333333334,18.0,0,0,2,0,581,1,204
C02760,CLI01425,2026-01-31,1,18,329.29,2428.15,Site,353,0.13561353293659784,3,2,1828.235,0,1,0,1,174.0,11,11,0,8,8,0.7272727272727273,5.454545454545454,21,60,7.5,21.0,0,1,0,0,483,1,353
C02761,CLI02041,2026-01-08,0,24,29.94,2662.76,Loja física,533,0.011243972419594706,2,1,321.09,0,0,1,0,773.0,17,17,0,11,11,0.6470588235294118,8.176470588235293,24,139,12.636363636363637,24.0,1,0,0,1,573,1,533
C02762,CLI01796,2026-02-03,0,18,199.5,1898.82,Loja física,203,0.10506525105065251,3,4,617.0875000000001,2,1,0,1,305.0,6,6,0,4,4,0.6666666666666666,2.1666666666666665,6,13,3.25,6.0,0,0,0,0,733,1,203
C02763,CLI00977,2026-01-24,0,18,78.82,3128.39,Site,413,0.025195068389810733,1,2,720.4100000000001,0,1,0,1,158.0,13,13,0,6,6,0.46153846153846156,2.923076923076923,23,38,6.333333333333333,23.0,1,0,1,0,693,1,413
C02765,CLI00829,2026-01-17,1,6,589.1,3639.72,Loja física,143,0.1618531095798578,2,4,950.8275,1,0,0,3,15.0,4,4,0,0,0,0.0,0.0,0,0,,,1,0,0,0,700,1,144
C02766,CLI00781,2026-01-09,1,12,162.07,2061.11,Loja física,113,0.07863238740290425,4,5,494.45,1,1,2,1,129.0,3,3,0,1,1,0.3333333333333333,7.0,21,21,21.0,21.0,0,0,0,0,952,1,113
C02767,CLI02321,2025-10-26,0,10,120.23,4964.66,Loja física,293,0.024217166935902965,4,7,945.5257142857143,2,1,2,2,29.0,9,9,0,2,2,0.2222222222222222,2.0,17,18,9.0,17.0,0,0,1,0,546,1,296
C02768,CLI02071,2026-01-19,1,10,644.99,1391.45,Televendas,83,0.4635380358618707,2,3,763.9166666666666,1,2,0,0,251.0,2,2,0,2,2,1.0,18.0,22,36,18.0,22.0,0,0,1,0,373,1,84
C02769,CLI01332,2025-09-28,1,6,473.77,4131.3,Loja física,173,0.1146781884636797,2,1,788.0,0,0,1,0,326.0,5,5,0,5,5,1.0,20.4,26,102,20.4,26.0,0,0,0,0,694,1,173
C02771,CLI01375,2026-01-31,0,12,92.32,5470.9,Televendas,113,0.01687473724615694,2,1,363.02,1,0,0,0,634.0,3,3,0,0,0,0.0,0.0,0,0,,,1,0,0,0,730,1,113
C02772,CLI02604,2026-02-02,1,12,267.66,3136.03,Site,323,0.08534994882064266,4,8,1058.71375,2,3,0,3,33.0,10,10,0,4,4,0.4,1.1,5,11,2.75,5.0,1,0,0,0,615,1,326
C02774,CLI00990,2026-01-10,0,12,146.95,2668.21,Loja física,323,0.05507437570506069,1,0,,0,0,0,0,,10,10,0,2,2,0.2,0.3,2,3,1.5,2.0,0,0,0,0,706,1,324
C02775,CLI01734,2026-01-16,1,10,368.99,2431.92,Loja física,233,0.15172785288989768,5,6,1092.5716666666667,2,2,2,0,98.0,7,7,0,7,7,1.0,11.285714285714286,23,79,11.285714285714286,23.0,0,0,0,1,638,1,236
C02776,CLI00792,2026-02-06,0,24,76.83,5101.31,Televendas,263,0.015060837314336904,1,0,,0,0,0,0,,8,8,0,3,3,0.375,0.75,2,6,2.0,2.0,0,0,1,0,852,1,264
C02777,CLI02682,2025-11-23,1,12,98.65,1598.6,Loja física,353,0.06171024646565746,3,3,724.5533333333333,0,1,2,0,309.0,11,11,0,7,7,0.6363636363636364,9.272727272727273,25,102,14.571428571428571,25.0,0,0,1,0,632,1,354
C02778,CLI01896,2026-01-16,0,12,60.9,2299.53,Site,83,0.02648367275051858,1,1,754.89,0,0,0,1,473.0,2,2,0,1,1,0.5,1.0,2,2,2.0,2.0,0,0,0,0,882,1,85
C02779,CLI00791,2026-01-20,0,12,225.82,4568.05,Loja física,263,0.04943466030363065,3,7,1071.6342857142856,2,1,3,1,38.0,8,8,0,5,5,0.625,3.875,16,31,6.2,16.0,0,0,1,0,608,1,266
C02780,CLI01540,2026-02-02,1,12,72.73,2722.65,Loja física,353,0.026712945108625787,1,2,864.78,0,0,1,1,528.0,11,11,0,3,3,0.2727272727272727,3.1818181818181817,22,35,11.666666666666666,22.0,0,0,0,0,602,1,356
C02781,CLI01801,2025-08-21,0,12,154.47,2474.69,Loja física,353,0.062419939467165585,3,3,1281.1333333333334,0,1,2,0,208.0,11,11,0,8,8,0.7272727272727273,3.272727272727273,13,36,4.5,13.0,0,2,0,1,563,1,356
C02782,CLI01014,2026-01-18,0,18,101.59,1872.81,Loja física,383,0.054244691132576184,2,5,479.438,1,3,1,0,601.0,12,12,0,4,4,0.3333333333333333,2.5,19,30,7.5,19.0,0,1,0,0,761,1,386
C02783,CLI01929,2026-01-28,1,12,154.03,4089.81,Loja física,113,0.037661896273910034,3,5,1057.8020000000001,2,0,1,2,189.0,3,3,0,1,1,0.3333333333333333,1.3333333333333333,4,4,4.0,4.0,0,0,0,0,656,1,113
C02784,CLI00666,2025-11-23,0,12,192.95,2536.33,Loja física,353,0.07607448557561516,2,2,970.055,0,0,1,1,435.0,11,11,0,4,4,0.36363636363636365,2.272727272727273,15,25,6.25,15.0,0,0,1,0,522,1,354
C02785,CLI01296,2026-01-29,0,6,226.26,3732.61,Loja física,113,0.06061710170631274,2,1,271.39,1,0,0,0,94.0,3,3,0,3,3,1.0,7.333333333333333,19,22,7.333333333333333,19.0,1,0,1,0,646,1,113
C02786,CLI01187,2026-01-24,0,18,209.28,1540.04,Loja física,113,0.13589257421885145,2,2,381.195,1,1,0,0,516.0,3,3,0,1,1,0.3333333333333333,6.333333333333333,19,19,19.0,19.0,0,0,0,0,573,1,114
C02787,CLI01655,2025-12-14,1,12,214.29,4375.85,Loja física,353,0.04897105705177279,1,0,,0,0,0,0,,11,11,0,8,8,0.7272727272727273,7.454545454545454,24,82,10.25,24.0,1,1,0,0,586,1,353
C02788,CLI00221,2025-12-12,1,12,160.77,2421.63,Site,353,0.06638916762676379,3,3,663.69,0,1,1,1,115.0,11,11,0,9,9,0.8181818181818182,10.454545454545455,24,115,12.777777777777779,24.0,2,1,0,0,686,1,355
C02789,CLI00620,2026-02-02,1,6,442.21,1615.08,Loja física,83,0.27380067860415586,2,7,696.2314285714285,1,3,2,1,47.0,2,2,0,1,1,0.5,7.0,14,14,14.0,14.0,1,0,0,0,615,1,84
C02791,CLI01072,2026-01-27,0,18,49.45,4583.55,Site,173,0.0107885809034482,1,0,,0,0,0,0,,5,5,0,1,1,0.2,0.4,2,2,2.0,2.0,0,0,0,0,858,1,173
C02792,CLI00357,2025-10-12,0,10,78.78,2029.36,Loja física,293,0.03882012062916387,2,1,314.32,0,0,1,0,386.0,9,9,0,5,5,0.5555555555555556,4.444444444444445,24,40,8.0,24.0,2,0,1,1,524,1,293
C02793,CLI01408,2026-01-17,0,18,230.13,3082.37,Loja física,323,0.07466008298809033,2,2,420.47999999999996,1,0,0,1,548.0,10,10,0,5,5,0.5,5.4,24,54,10.8,24.0,0,0,0,0,673,1,325
C02795,CLI02546,2025-04-30,1,6,260.75,2370.91,Site,173,0.1099788688731331,1,0,,0,0,0,0,,5,5,0,1,1,0.2,4.0,20,20,20.0,20.0,1,2,0,0,706,1,174
C02796,CLI01514,2026-01-30,0,18,73.09,4303.24,Loja física,293,0.016984876511651686,1,2,2996.6400000000003,0,0,1,1,686.0,9,9,0,2,2,0.2222222222222222,0.2222222222222222,1,2,1.0,1.0,0,0,0,0,585,1,293
C02797,CLI00691,2025-10-29,1,12,264.34,2183.46,Loja física,353,0.1210647321224112,1,0,,0,0,0,0,,11,11,0,6,6,0.5454545454545454,4.363636363636363,22,48,8.0,22.0,1,1,0,0,529,1,355
C02798,CLI01837,2026-01-19,1,24,91.52,4304.53,Site,413,0.021261322374335874,1,0,,0,0,0,0,,13,13,0,1,1,0.07692307692307693,0.07692307692307693,1,1,1.0,1.0,0,1,0,0,707,1,415
C02799,CLI02749,2025-06-10,0,10,425.98,5141.85,Loja física,293,0.08284566838783707,1,0,,0,0,0,0,,9,9,0,4,4,0.4444444444444444,3.3333333333333335,25,30,7.5,25.0,0,0,0,0,707,1,296
C02802,CLI00881,2026-01-12,1,18,39.65,7765.54,Loja física,353,0.005105890897477832,2,2,1062.165,1,0,1,0,181.0,11,11,0,7,7,0.6363636363636364,5.090909090909091,15,56,8.0,15.0,0,1,0,0,591,1,353
C02803,CLI02169,2026-01-28,0,24,45.64,3265.78,Loja física,83,0.013975221845929609,1,2,725.87,0,1,0,1,601.0,2,2,0,1,1,0.5,0.5,1,1,1.0,1.0,0,0,0,0,632,1,84
C02804,CLI00538,2025-07-10,0,6,296.36,2001.21,Loja física,173,0.14809040530479062,1,2,1399.085,1,1,0,0,331.0,5,5,0,1,1,0.2,4.8,24,24,24.0,24.0,0,0,0,0,678,1,175
C02805,CLI01518,2026-01-31,0,18,119.77,4783.17,Televendas,113,0.025039879410516455,1,3,644.9033333333333,0,0,3,0,141.0,3,3,0,2,2,0.6666666666666666,1.0,2,3,1.5,2.0,0,0,0,0,821,1,114
C02806,CLI02030,2025-07-14,1,10,77.18,2115.01,Televendas,293,0.036491553231426804,1,0,,0,0,0,0,,9,9,0,5,5,0.5555555555555556,9.0,24,81,16.2,24.0,0,0,0,0,652,1,294
C02807,CLI00698,2026-01-24,1,10,440.28,1031.21,Televendas,203,0.4269547424869813,1,4,1847.12,0,2,0,2,639.0,6,6,0,6,6,1.0,17.833333333333332,23,107,17.833333333333332,23.0,2,1,0,0,386,1,206
C02808,CLI01041,2025-07-27,0,6,162.93,4520.86,Loja física,173,0.036039603084368904,3,2,1216.135,0,1,0,1,123.0,5,5,0,2,2,0.4,4.2,20,21,10.5,20.0,0,1,0,0,768,1,174
C02809,CLI01180,2026-01-28,1,18,54.73,2648.44,Loja física,353,0.020664995242482366,3,7,854.5414285714286,0,3,2,2,63.0,11,11,0,4,4,0.36363636363636365,1.6363636363636365,8,18,4.5,8.0,0,2,1,0,660,1,355
C02810,CLI01422,2025-10-02,0,12,152.83,4858.5,Loja física,353,0.031456210764639295,2,2,955.415,0,1,0,1,194.0,11,11,0,4,4,0.36363636363636365,3.909090909090909,20,43,10.75,20.0,1,1,0,0,725,1,356
C02811,CLI02658,2026-02-02,0,18,149.65,5076.12,Site,263,0.029481178537938427,1,1,317.18,0,1,0,0,24.0,8,8,0,3,3,0.375,2.625,17,21,7.0,17.0,1,1,1,0,687,1,266
C02812,CLI02174,2026-01-13,0,10,53.44,3915.29,Loja física,143,0.013649052816011075,3,6,905.0733333333333,3,1,1,1,31.0,4,4,0,1,1,0.25,6.25,25,25,25.0,25.0,1,0,0,0,773,1,143
C02813,CLI01161,2026-01-17,0,12,154.33,2107.17,Loja física,113,0.0732404124963814,1,2,1791.955,0,1,0,1,98.0,3,3,0,0,0,0.0,0.0,0,0,,,0,0,0,0,702,1,115
C02815,CLI01482,2026-01-15,0,6,223.82,3447.76,Televendas,143,0.0649175116597443,1,4,1139.8225,1,2,1,0,20.0,4,4,0,2,2,0.5,5.75,18,23,11.5,18.0,1,0,0,0,658,1,145
C02816,CLI01603,2025-04-30,0,10,85.69,2340.54,Televendas,293,0.036611209379032186,1,0,,0,0,0,0,,9,9,0,1,1,0.1111111111111111,1.8888888888888888,17,17,17.0,17.0,0,0,0,0,794,1,294
C02817,CLI00708,2026-01-28,0,10,178.51,3056.43,Loja física,293,0.05840474017072205,2,4,997.6375,1,1,2,0,504.0,9,9,0,2,2,0.2222222222222222,0.3333333333333333,2,3,1.5,2.0,0,0,1,1,580,1,294
C02818,CLI00687,2025-04-10,1,6,523.91,5737.75,Televendas,173,0.09130931114112674,1,1,1202.62,0,0,1,0,833.0,5,5,0,1,1,0.2,1.0,5,5,5.0,5.0,1,0,0,0,798,1,176
C02820,CLI00338,2025-11-17,0,6,209.19,7120.07,Site,173,0.029380329125977694,4,8,1063.15625,1,2,4,1,43.0,5,5,0,2,2,0.4,0.8,2,4,2.0,2.0,0,0,0,0,866,1,174
C02821,CLI01917,2026-01-27,1,18,175.21,4247.19,Loja física,293,0.04125315797032862,2,1,390.41,0,0,0,1,395.0,9,9,0,4,4,0.4444444444444444,2.3333333333333335,9,21,5.25,9.0,2,0,0,0,733,1,296
C02822,CLI01707,2025-11-11,0,10,93.79,915.39,Loja física,293,0.10245906116518644,2,1,1791.86,0,1,0,0,92.0,9,9,0,5,5,0.5555555555555556,6.0,26,54,10.8,26.0,0,0,0,0,629,1,294
C02824,CLI01282,2025-07-02,0,12,135.5,1918.3,Loja física,353,0.07063545847886149,1,2,674.255,1,1,0,0,548.0,11,11,0,4,4,0.36363636363636365,3.909090909090909,17,43,10.75,17.0,0,0,1,0,697,1,353
C02825,CLI00141,2026-01-17,0,12,141.59,2407.39,Site,83,0.05881473296806916,1,3,1084.5366666666666,1,0,1,1,254.0,2,2,0,1,1,0.5,1.0,2,2,2.0,2.0,0,0,0,0,666,1,83
C02826,CLI00357,2026-01-27,1,24,125.67,2267.8,Loja física,143,0.05541493958902901,2,2,443.04499999999996,0,0,1,1,33.0,4,4,0,1,1,0.25,0.25,1,1,1.0,1.0,0,0,0,0,758,1,145
C02827,CLI01554,2026-02-04,0,18,291.32,4519.28,Loja física,113,0.06446159565240481,4,8,881.66625,1,2,3,2,76.0,3,3,0,1,1,0.3333333333333333,2.0,6,6,6.0,6.0,0,0,0,0,635,1,113
C02828,CLI02104,2026-02-04,1,12,196.5,4861.76,Loja física,83,0.040417461989073915,2,0,,0,0,0,0,,2,2,0,0,0,0.0,0.0,0,0,,,1,1,0,0,580,1,86
C02830,CLI00176,2026-01-11,1,10,74.54,3876.81,Loja física,173,0.019227148093406695,1,1,1916.75,0,1,0,0,90.0,5,5,0,3,3,0.6,8.8,25,44,14.666666666666666,25.0,0,0,0,0,871,1,174
C02831,CLI00207,2026-01-30,0,18,108.72,2800.43,Loja física,113,0.03882260938498731,2,4,1117.6775,1,2,0,1,63.0,3,3,0,2,2,0.6666666666666666,0.6666666666666666,1,2,1.0,1.0,0,0,0,0,750,1,116
C02832,CLI01686,2026-01-31,0,12,108.08,3944.34,Loja física,143,0.02740128893553801,3,6,875.0433333333332,1,1,2,2,93.0,4,4,0,2,2,0.5,0.5,1,2,1.0,1.0,0,0,0,1,939,1,145
C02833,CLI01552,2026-01-14,1,10,355.02,1781.31,Site,233,0.19930276032807315,2,5,622.994,0,1,2,2,151.0,7,7,0,2,2,0.2857142857142857,4.0,20,28,14.0,20.0,0,1,0,0,596,1,233
C02834,CLI00320,2025-12-05,0,18,307.75,2341.97,Site,533,0.13140646549699614,1,1,653.47,0,0,1,0,779.0,17,17,0,6,6,0.35294117647058826,4.647058823529412,25,79,13.166666666666666,25.0,0,1,0,0,538,1,535
C02835,CLI01638,2026-02-01,0,6,357.37,1821.83,Loja física,143,0.1961599051503159,2,4,1671.0025,2,0,1,1,363.0,4,3,1,4,3,1.0,15.0,23,60,12.333333333333334,22.0,0,0,0,0,587,1,145
C02837,CLI02017,2026-01-28,1,10,199.27,2120.82,Loja física,113,0.09395894040984147,1,1,635.97,0,1,0,0,358.0,3,3,0,1,1,0.3333333333333333,0.6666666666666666,2,2,2.0,2.0,0,0,0,0,451,1,116
C02838,CLI01034,2025-10-15,1,12,101.42,5576.68,Loja física,353,0.018186447850692525,1,1,1583.06,0,1,0,0,461.0,11,11,0,4,4,0.36363636363636365,2.1818181818181817,13,24,6.0,13.0,0,0,1,1,675,1,355
C02839,CLI01004,2025-05-24,1,10,106.79,2206.72,Loja física,293,0.048393090197215785,1,1,1009.76,0,0,0,1,504.0,9,9,0,5,5,0.5555555555555556,5.222222222222222,23,47,9.4,23.0,1,0,0,0,732,1,295
C02840,CLI00005,2025-10-28,0,12,113.86,2076.73,Loja física,353,0.054826578322651476,2,1,552.85,0,0,0,1,741.0,11,11,0,4,4,0.36363636363636365,2.090909090909091,17,23,5.75,17.0,1,0,0,0,585,1,354
C02841,CLI00464,2026-01-22,1,12,284.68,1308.79,Loja física,233,0.21751388687260753,2,3,1202.7333333333333,0,1,1,1,225.0,7,7,0,7,7,1.0,16.571428571428573,25,116,16.571428571428573,25.0,0,1,1,0,445,1,234
C02842,CLI00295,2025-11-25,0,6,598.01,5746.81,Loja física,173,0.10405946951439145,1,1,1196.27,0,0,0,1,647.0,5,5,0,0,0,0.0,0.0,0,0,,,0,0,0,0,731,1,174
C02843,CLI02048,2026-01-22,1,10,366.58,3766.1,Loja física,293,0.09733676747829319,1,1,404.49,0,0,0,1,634.0,9,9,0,5,5,0.5555555555555556,7.666666666666667,25,69,13.8,25.0,0,1,0,0,629,1,296
C02844,CLI01123,2026-01-25,1,24,117.28,1478.4,Loja física,233,0.07932900432900432,2,1,1315.51,1,0,0,0,768.0,7,7,0,3,3,0.42857142857142855,5.0,21,35,11.666666666666666,21.0,2,0,1,0,484,1,234
C02845,CLI00157,2026-01-27,0,10,158.87,2964.39,Televendas,113,0.05359281336126488,3,1,270.58,0,1,0,0,879.0,3,3,0,1,1,0.3333333333333333,0.3333333333333333,1,1,1.0,1.0,0,0,0,0,763,1,113
C02846,CLI02285,2026-01-20,0,10,77.27,2705.81,Loja física,113,0.02855706793899054,1,0,,0,0,0,0,,3,3,0,3,3,1.0,10.0,15,30,10.0,15.0,1,1,0,0,669,1,114
C02847,CLI00165,2025-10-29,0,12,84.96,3792.61,Loja física,353,0.02240145968080029,1,1,503.59,0,1,0,0,172.0,11,11,0,2,2,0.18181818181818182,0.2727272727272727,2,3,1.5,2.0,0,0,0,0,790,1,356
C02848,CLI01003,2026-01-31,0,18,72.14,1468.43,Loja física,473,0.04912729922434164,2,5,434.82199999999995,1,2,0,2,4.0,15,15,0,9,9,0.6,7.6,22,114,12.666666666666666,22.0,0,1,1,0,629,1,476
C02849,CLI01703,2025-11-26,0,12,485.93,5967.07,Loja física,353,0.08143527728013916,2,4,1234.1625,1,1,2,0,208.0,11,11,0,3,3,0.2727272727272727,3.4545454545454546,22,38,12.666666666666666,22.0,0,0,0,0,668,1,354
C02850,CLI00459,2025-07-30,0,12,153.4,1566.97,Site,353,0.09789593929685955,1,3,1619.88,1,1,1,0,531.0,11,11,0,1,1,0.09090909090909091,0.09090909090909091,1,1,1.0,1.0,0,0,0,2,671,1,354
C02851,CLI01573,2025-03-10,0,6,155.12,2736.43,Loja física,173,0.056686997292092256,3,3,725.7233333333334,2,0,0,1,318.0,5,5,0,1,1,0.2,4.0,20,20,20.0,20.0,0,0,0,0,742,1,174
C02852,CLI00281,2026-01-10,0,10,90.47,1747.86,Loja física,263,0.05176043847905439,3,3,770.54,1,1,1,0,214.0,8,8,0,2,2,0.25,2.0,15,16,8.0,15.0,0,0,0,0,772,1,264
C02853,CLI02099,2026-01-18,0,12,268.62,3968.02,Loja física,173,0.06769623136980156,2,2,495.53,0,0,1,1,134.0,5,5,0,3,3,0.6,6.8,18,34,11.333333333333334,18.0,0,0,0,0,557,1,173
C02854,CLI02278,2025-11-23,1,12,683.23,3025.23,Loja física,353,0.2258439854159849,2,0,,0,0,0,0,,11,11,0,4,4,0.36363636363636365,2.727272727272727,25,30,7.5,25.0,0,0,0,0,695,1,354
C02855,CLI01776,2025-10-27,0,12,82.94,1326.81,Loja física,353,0.06251083425660042,1,1,741.78,1,0,0,0,347.0,11,11,0,2,2,0.18181818181818182,2.272727272727273,24,25,12.5,24.0,0,1,1,1,742,1,353
C02856,CLI02114,2025-08-23,0,12,53.9,2575.08,Loja física,353,0.020931388539385185,1,2,3626.165,0,0,1,1,297.0,11,11,0,3,3,0.2727272727272727,0.45454545454545453,2,5,1.6666666666666667,2.0,1,0,0,0,717,1,355
C02857,CLI00359,2026-01-30,0,24,77.64,2552.32,Loja física,383,0.030419383149448344,1,0,,0,0,0,0,,12,12,0,5,5,0.4166666666666667,5.166666666666667,26,62,12.4,26.0,0,0,0,0,676,1,383
